SCHLUESSEL,BERUFINT
19605,Absatzüberzieher/in
19606,Abputzer/in (Schuhwarenherstellung)
19607,Absatzbearbeiter/in (Schuhwarenherstellung)
19608,Schuhmacherhelfer/in
19609,Schuhhilfsarbeiter/in
19610,Schuhfabrikarbeiter/in
19611,Feinledermaschinenbediener/in
19612,Feinlederwarenherstellerhelfer/in
19613,Gerbereiarbeiter/in
19614,Helfer/in - Schuhfabrik
19615,Helfer/in - Leder
19616,Helfer/in - Pelz
19617,Helfer/in - Handschuhherstellung
19618,Helfer/in - Feinlederwarenherstellung
19619,Lederwarenzuarbeiter/in
19620,Lederherstellerhelfer/in
19621,Lederverarbeiterhelfer/in
19622,Bims- und Schleifmaschinenarbeiter/in (Leder)
19623,Kleber/in (Schuhwarenherstellung)
19624,Sohlenformer/in
19625,Vorderkappeneinkleber/in
19626,Bügler/in (Schuhfertigmacher/in)
19627,Darmsaitenmacher/in
19628,Falzer/in (Lederherstellung)
19629,Handschuhledergerber/in
19630,Katgutmacher/in
19631,Katgut- und Saitenfacharbeiter/in
19632,Nachgerber/in
19633,Saitenmacher/in
19634,Sattlerledergerber/in
19635,Walzer/in (Lederhersteller/in)
19636,Aböler/in (Leder)
19637,Oberledergerber/in
19638,Oberflächenveredler/in (Leder)
19639,Schafledergerber/in
19640,Schweinsledergerber/in
19641,Beizer/in (Leder)
19642,Beschichter/in (Leder)
19643,Felledergerber/in
19644,Feinledergerber/in
19645,Gerber/in
19646,Gerbereifachmann/-frau
19647,Lederbügler/in
19648,Lederfärber/in
19649,Lederfalzer/in
19650,Ledergerber/in
19651,Ledernagler/in
19652,Lederwalker/in
19653,Lederwalzer/in
19654,Lederglätter/in
19655,Lederpresser/in
19656,Lederstoller/in
19657,Lederbleicher/in
19658,Lederpolierer/in
19659,Lederappreteur/in
19660,Lederlackierer/in
19661,Lederschleifer/in
19662,Lederzurichter/in
19663,Lederblanchierer/in
19664,Lederglanzstoßer/in
19665,Lederwarenmodelleur/-in
19666,Pergamentmacher/in
19667,Weißgerber/in
19668,Weiß- und Sämischgerber/in
19669,Chagrinierer/in
19670,Riemenledergerber/in
19671,Rinderledergerber/in
19672,Zickelledergerber/in
19673,Ziegenledergerber/in
19675,Blankledergerber/in
19676,Glacegerber/in
19677,Glanzstößer/in
19678,Glaceledergerber/in
19679,Öler/in (Lederzurichter/in)
19680,Imprägnierer/in
19682,Unterledergerber/in
19683,Bodenledergerber/in
19684,Polierer/in (Leder)
19685,Portefeuilleledergerber/in
19686,Rotgerber/in
19687,Sohlledergerber/in
19688,Vorgerber/in
19689,Appretierer/in (Lederherstellung)
19690,Spezialgerber/in
19691,Spritzer/in (Lederfärben)
19692,Spalter/in (Lederherstellung)
19693,Crouponierer/in
19694,Präger/in (Lederwaren)
19695,Presser/in (Lederherstellung)
19696,Aufrauher/in (Lederherstellung)
19697,Zurichter/in (Lederherstellung)
19698,Färber/in (Leder)
19699,Gerbereitechniker/in
19700,Gestalter/in - Ledertechnik
19701,Gerber/in - Restaurierungsarbeiten
19702,Lederdesigner/in
19703,Ledertechniker/in
19704,Lederübernehmer/in
19705,Lederverarbeitungstechniker/in
19706,Restaurator/in - Leder
19707,Restaurator/in - Gerberhandwerk
19708,Techniker/in - Lederverarbeitung
19709,Techniker/in - Leder- und Kunstledertechnologie
19710,Prozessmanager/in - Lederherstellung
19711,Gerbereiingenieur/in - Technologie der Lederherste
19712,Lederingenieur/in
19713,Ingenieur/in - Ledertechnik
19714,Ingenieur/in - Lederverarbeitung
19715,Fahrzeugsattler/in
19716,Fahrradsattelmacher/in
19717,Facharbeiter/in - Lederbekleidung (Lederhandschuhe
19718,Galanterietäschner/in
19719,Handschuhnäher/in
19720,Halftersattler/in
19721,Handschuhmacher/in
19722,Handschuhlederstanzer/in
19723,Jagdutensiliensattler/in
19724,Karosseriesattler/in
19725,Kaschierer/in (Lederwarenausstattung)
19726,Lastwagensattler/in
19727,Mappensattler/in
19728,Manschettenmacher/in
19729,Manschettennäher/in (Leder)
19730,Maschinenstepper/in (Lederverarbeiter/in)
19731,Sattler/in
19732,Sacknäher/in
19733,Sattelmacher/in
19734,Sattler/in - Feintäschnerei
19735,Sattler/in - Fahrzeugsattlerei
19736,Sattler/in - Reitsportsattlerei
19737,Taschensattler/in
19738,Wagensattler/in
19739,Waggonsattler/in
19740,Schärfer/in (Lederbekleidungsherstellung)
19741,Betriebssattler/in
19742,Feinsattler/in
19743,Feintäschner/in
19744,Feinlederwarenhersteller/in
19745,Geschirrmacher/in
19746,Geschirrsattler/in
19747,Ledermaler/in
19748,Ledernäher/in
19749,Lederkleber/in
19750,Ledernieter/in
19751,Ledergraveur/in
19752,Lederstepper/in
19753,Lederstanzer/in
19754,Lederflechter/in
19755,Lederschärfer/in
19756,Lederziseleur/in
19757,Lederschneider/in
19758,Lederkaschierer/in
19759,Lederknopfmacher/in
19760,Lederrestaurator/in
19761,Lederzuschneider/in
19762,Lederausschneider/in
19763,Lederwarenstepper/in
19764,Ledergürtelstepper/in
19765,Lederkästensattler/in
19766,Lederhosenschneider/in
19767,Lederhandschuhnäher/in
19768,Lederwarenzurichter/in
19769,Lederhandschuhstepper/in
19770,Ledermanschettenmacher/in
19771,Lederbekleidungsschneider/in
19772,Lederkleber/in
19773,Peitschenmacher/in
19774,Reitsport- und Geschirrsattler/in
19775,Techno-Ledermanschettenmacher/in
19776,Verdecksattler/in
19777,Verzierungsstepper/in (Lederverarbeitung)
19778,Weißriemer/in
19779,Pferdegeschirrsattler/in
19780,Riemer/in
19781,Riemensattler/in
19782,Riemenflechter/in (Leder)
19784,Flugzeugsattler/in
19785,Plansattler/in
19786,Industriesattler/in
19787,Koffermacher/in
19788,Portefeuiller/in
19789,Vorrichter/in (Lederverarbeitung)
19790,Sportsattler/in
19791,Sportartikelsattler/in
19792,Armbandmacher/in (Lederverarbeiter/in)
19793,Brieftaschenmacher/in
19794,Grobsattler/in
19795,Graveur/in - Ledergravuren
19796,Treibriemensattler/in
19797,Stallutensiliensattler/in
19798,Stepper/in (Lederbekleidung)
19799,Stanzer/in (Lederverarbeitung)
19800,Autosattler/in
19801,Autotaschensattler/in
19802,Aushauer/in (Lederverarbeitung)
19803,Autosattler/in und -polsterer/-polsterin
19804,Fuhrsattler/in
19805,Kummetmacher/in
19806,Luxusgeschirrsattler/in
19807,Musteranfertiger/in (Lederverarbeitung)
19808,Punzierer/in
19809,Turngerätesattler/in
19810,Zurichter/in (Lederverarbeitung)
19811,Zuschneider/in (Sattlerei
19812,Täschner/in
19813,Ballettschuhmacher/in
19814,Fachkraft - Orthopädieschuhtechnik
19815,Kappenstanzer/in
19816,Maßschuhmacher/in
19817,Maschinenbugger/in
19818,Maschinenzwicker/in
19819,Rahmenstanzer/in
19820,Absatzbauer/in
19821,Absatzmacher/in
19822,Oberlederstanzer/in
19823,Oberlederschärfer/in
19824,Oberlederzurichter/in
19825,Oberlederzuschneider/in
19826,Schuster/in
19827,Schuhnäher/in
19828,Schuhmacher/in
19829,Schuhprüfer/in
19830,Schuhmonteur/in
19831,Schuhstepper/in
19832,Schäftenäher/in
19833,Schuhzwicker/in
19834,Schuhbesohler/in
19835,Schuhfütterer/in
19836,Schuhfertiger/in
19837,Schäftemacher/in
19838,Schuhlackierer/in
19839,Schuhfacharbeiter/in
19840,Schuhbodenpolierer/in
19841,Schuhinstandsetzer/in
19842,Schuhbodenbearbeiter/in
19843,Schuhwarenhersteller/in
19844,Schuhmaschineneinrichter/in
19845,Schuh- und Lederwarenstepper/in
19846,Besohler/in
19847,Kettler/in - Schuhwarenherstellung
19848,Lederschuhstepper/in
19849,Ledersohlenstanzer/in
19850,Reparaturschuhmacher/in
19851,Verzierungsstepper/in (Schuhwarenherstellung)
19852,Theaterschuhmacher/in
19853,Einlagenstanzer/in
19854,Filzschuhmacher/in
19855,Fleckstanzer/in
19856,Untersohlenschärfer/in
19857,Bodenlederstanzer/in
19858,Kostümschuhmacher/in
19859,Modellschuhmacher/in
19860,Sohlenmacher/in
19861,Sohlenstanzer/in
19862,Sohlenschneider/in
19863,Sohlenüberzieher/in
19864,Appreteur/in (Schuhwarenherstellung)
19865,Sportschuhmacher/in
19866,Brandsohlenmacher/in
19867,Gradierer/in (Schuhherstellung)
19868,Orthopädieschuster/in
19869,Orthopädieschuhmacher/in
19870,Strohschuhstepper/in
19871,Stoffhausschuhmacher/in
19872,Stepper/in (Schuh- und Lederwaren)
19873,Stanzer/in (Schuhwarenherstellung)
19874,Aufrauher/in (Schuhwarenherstellung)
19875,Ausrichter/in (Schuhwarenherstellung)
19876,Futterschneider/in
19877,Musterstepper/in
19878,Schuhentwerfer/in
19879,Schuhgestalter/in
19880,Schuhmodelleur/in
19881,Schuhtechniker/in
19882,Schuhleistenmodelleur/in
19883,Schuhbetriebstechniker/in
19884,Schuhgestaltungstechniker/in
19885,Schuhkonstruktionstechniker/in
19886,Schuhtechniker/in - Betriebstechnik
19887,Schuhtechniker/in - Modelgestaltung
19888,Leistenmodelleur/in (Schuhentwerfer/in)
19889,Techniker/in - Schuhtechnik
19890,Techniker/in - Schuhindustrie
19891,Technische/r Schuhmodelleur/in
19892,Techniker/in - Modellgestaltung
19893,Techniker/in - Schuhkonstruktion
19894,Technische/r Modelleur/in - Schuhtechnik
19895,Techniker/in - Schuhtechnik (Betriebstechnik)
19896,Techniker/in - Schuhtechnik (Modellgestaltung)
19897,Modelleur/in (Schuhe)
19898,Modellgestaltungstechniker/in
19899,Sohlenmodelleur/in - Schuhmacherei
19900,Sportschuhtechniker/in
19901,Orthopädieschuhtechniker/in
19902,Nadelkürschner/in
19903,Rauchwarenfärber/in
19904,Rauchwarenzurichter/in
19905,Rauchwarenfacharbeiter/in
19906,Besatzkürschner/in
19907,Fellfärber/in
19908,Fellglätter/in
19909,Fellschneider/in
19910,Fellzurichter/in
19911,Fellverarbeiter/in
19912,Pelznäher/in
19913,Pelzgerber/in
19914,Pelzwerker/in
19915,Pelzfärber/in
19916,Pelzdesigner/in
19917,Pelzveredler/in
19918,Pelzfacharbeiter/in
19919,Pelzhut- und Pelzkappenmacher/in
19920,Zobelfärber/in
19921,Zobelzurichter/in
19922,Stückenkürschner/in
19923,Staffierer/in (Pelzindustrie)
19924,Zurichter/in (Rauchwaren)
19925,Kürschner/in
19926,Kürschnereimodist/in
19927,Bekleidungsgestalter/in - Pelznähen
19928,Bekleidungsgestalter/in - Kürschnerei
19929,Handschuhmachermeister/in
19930,Handwerksmeister/in - Gerberei
19931,Feintäschnermeister/in
19932,Gerbermeister/in
19933,Autosattlermeister/in
19934,Handwerksmeister/in - Kürschnerei
19935,Handwerksmeister/in - Schuhmacherei
19936,Handwerksmeister/in - Orthopädieschuhmacherei
19937,Handwerksmeister/in - Sattlerei und Feintäschnerei
19938,Katgut- und Saitenmachermeister/in
19939,Rauchwarenfärbermeister/in
19940,Rauchwarenzurichtemeister/in
19941,Sattlermeister/in
19942,Sattler- und Feintäschnermeister/in
19943,Schustermeister/in
19944,Schuhmachermeister/in
19945,Lederhandschuhmachermeister/in
19946,Meister/in - Gerberhandwerk
19947,Meister/in - Schuhfertigung
19948,Meister/in - Schuhindustrie
19949,Meister/in - Lederherstellung
19950,Meister/in - Kürschnerhandwerk
19951,Meister/in - Schuhmacherhandwerk
19952,Meister/in - Lederbekleidungshandwerk
19953,Meister/in - Leder- und Kunstledertechnik
19954,Meister/in - Sattler- und Feintäschnerhandwerk
19955,Meister/in - Schuh- und Lederwareninstandsetzung
19956,Meister/in - Rauchwarenherstellung und -verarbeitu
19957,Werkstattmeister/in (Orthopädieschuhtechnik)
19958,Industriemeister/in - Leder
19959,Industriemeister/in - Schuhe
19960,Industriemeister/in - Schuhfertigung
19961,Industriemeister/in - Lederherstellung
19962,Orthopädieschustermeister/in
19963,Orthopädieschuhmachermeister/in
19964,Täschnermeister/in
19965,Kürschnermeister/in
19966,Kürschnereimeister/in
19967,Leiter/in - Zuschneiderei (Rauchwaren)
19968,Leiter/in - Ausfertigung/Näherei (Rauchwaren)
19969,Atelierleiter/in - Rauchwaren
19970,Fachkraft - Getränkeherstellung
19971,Facharbeiter/in - Getränkeabfüllung
19972,Getränkefachkraft
19973,Getränkeabfüller/in
19974,Getränkehersteller/in
19975,Getränkemaschinenbediener/in
19976,Getränkemaschinensteuerer/-steuerin
19977,Mineralwasserhersteller/in
19978,Sprudelbereiter/in
19979,Essenzhersteller/in (Getränkeherstellung)
19980,Getränketechniker/in
19981,Techniker/in - Getränketechnik
19982,Techniker/in - Getränketechnologie
19983,Getränkeingenieur/in
19984,Getränketechnologe/-technologin
19985,Ingenieur/in - Getränketechnik
19986,Ingenieur/in - Getränketechnologie
19987,Brauereiingenieur/in
19988,Darrer/in (Brauerei)
19989,Darrbeschicker/in (Brauerei)
19990,Malzer/in
19991,Malzdarrer/in
19992,Malzhersteller/in
19993,Maischer/in (Brauerei)
19994,Obermälzer/in
19995,Obergärigbrauer/in
19996,Tennenmälzer/in
19997,Weißbierbrauer/in
19998,Weizenbierbrauer/in
19999,Biersieder/in
20000,Bierbrauer/in
20001,Bierabfüller/in
20002,Bierhersteller/in
20004,Brauer/in
20005,Brauführer/in
20006,Brauer/in und Mälzer/in
20007,Brauereifacharbeiter/in
20008,Brauereimaschinenbediener/in
20009,Gärführer/in (Brauerei)
20010,Mälzer/in
20011,Techniker/in - Brautechnik
20012,Brautechniker/in
20013,Ingenieur/in - Brauwesen und Getränketechnologie
20014,Obstweinbereiter/in
20015,Schaumweinküfer/in
20016,Degorgeur/in
20017,Kellereiwerker/in
20018,Kellereifacharbeiter/in
20019,Sektküfer/in
20020,Weinküfer/in
20021,Weinküper/in
20022,Weinabfüller/in
20023,Weinhandelsküfer/in
20024,Weintechnologe/-technologin (Weinküfer/in)
20025,Champagnerküfer/in
20026,Enthefer/in
20027,Gärführer/in (Weinkellerei)
20028,Küfer/in
20029,Kellerinspektor/in
20030,Kellerwirtschaftstechniker/in
20031,Techniker/in - Kellerwirtschaft
20032,Fachkraft - Brennereiwesen
20033,Kartoffelbrenner/in
20034,Schnapsbrenner/in
20035,Destillateur/in
20036,Destillatbrenner/in
20037,Destillierer/in (Spirituosen)
20038,Getreidebrenner/in
20039,Genossenschaftsbrenner/in
20040,Weinbrenner/in
20041,Likörbrenner/in
20042,Kornbrenner/in
20043,Apparateführer/in (Brenner/in
20044,Spiritusbrenner/in
20045,Spirituosenhersteller/in
20046,Spirituosenfacharbeiter/in
20047,Spiritus- und Hefefacharbeiter/in
20048,Brenner/in
20049,Branntweinbrenner/in
20050,Brennmeister/in (Branntweinhersteller/in)
20051,Techniker/in - Brennereitechnik
20052,Brennereitechniker/in
20053,Brennereiingenieur/in
20054,Fachkraft - Fruchtsafttechnik
20055,Facharbeiter/in - Alkoholfreie Getränke
20056,Facharbeiter/in - Obst- und Gemüseverarbeitung (Ge
20057,Saftkocher/in
20058,Saftmischer/in
20059,Obstgetränkebereiter/in
20060,Limonadenhersteller/in
20061,Sirupansetzer/in
20062,Moster/in
20063,Fruchtsafthersteller/in
20064,Süßmoster/in
20065,Süßmostbereiter/in
20066,Fruchtsafttechniker/in
20067,Kaffeekoster/in
20068,Nahrungsmittelkoster/in
20069,Nahrungs- und Genussmittelkoster/in
20070,Genussmittelkoster/in
20071,Teekoster/in
20072,Weintester/in
20073,Weinkoster/in
20074,Weinprüfer/in
20075,Weinprobierer/in
20076,Koster/in
20077,Darrmeister/in (Brauerei)
20078,Handwerksmeister/in - Weinküferei
20079,Handwerksmeister/in - Braueei und Mälzerei
20080,Landwirtschaftliche/r Brennmeister/in
20081,Malzmeister/in
20082,Betriebsbraumeister/in
20083,Destillateurmeister/in
20084,Destilliermeister/in (Spirituosenherstellung)
20085,Getränkemeister/in
20086,Getränkeabfüllmeister/in
20087,Getränkebetriebsmeister/in
20088,Kellermeister/in
20089,Meister/in - Brennerei
20090,Meister/in - Brauwesen
20091,Meister/in - Kellerwirtschaft
20092,Meister/in - Getränkeabfüllung
20093,Meister/in - Brauerei und Mälzerei
20094,Meister/in - Fruchtsaft und Getränke
20095,Meister/in - Wein- und Sektherstellung
20096,Meister/in - Spirituosen
20097,Tennenmeister/in
20098,Weinküfermeister/in
20099,Bierbraumeister/in
20100,Biersiedermeister/in
20101,Flaschenkellermeister/in (Brauerei)
20102,Industriebraumeister/in
20103,Industriemeister/in - Brauwesen
20104,Industriemeister/in - Fruchtsaft und Getränke
20105,Braumeister/in
20106,Brennermeister/in
20107,Brau- und Malzmeister/in
20108,Brauer- und Mälzermeister/in
20109,Produktionsleiter/in - Brauwesen
20110,Essigmeister/in
20111,Sudmeister/in
20112,Mälzermeister/in
20113,Küfermeister/in
20114,Leiter/in - Produktionsabteilung (Brauwesen
20115,Brennereibesitzer/in
20116,Malzputzer/in
20117,Malzbrecher/in
20118,Malzschroter/in
20119,Nahrungs- und Genussmittelhelfer/in
20120,Tabakarbeiter/in
20121,Schlachterhelfer/in
20122,Schlachtergehilfe/-gehilfin
20123,Fettmischer/in
20124,Fettverarbeiter/in
20125,Getränkeherstellerhelfer/in
20126,Helfer/in - Molkerei
20127,Helfer/in - Bäckerei
20128,Helfer/in - Konditorei
20129,Helfer/in - Mehlindustrie
20130,Helfer/in - Tabakindustrie
20131,Helfer/in - Kellerarbeiten
20132,Helfer/in - Zuckerindustrie
20133,Helfer/in - Fischverarbeitung
20134,Helfer/in - Tiefkühlindustrie
20135,Helfer/in - Konservenindustrie
20136,Helfer/in - Getränkeherstellung
20137,Helfer/in - Fleischverarbeitung
20138,Helfer/in - Tabakwarenherstellung
20139,Helfer/in - Lebensmittelindustrie
20140,Helfer/in - Lebensmittelherstellung
20141,Helfer/in - Fleischwarenherstellung
20142,Helfer/in - Nahrungs- und Genussmittel
20143,Helfer/in - Lebensmittel- und Getränkeherstellung
20144,Kellereigehilfe/-gehilfin
20145,Kellerarbeiter/in (Weinbehandler/in)
20146,Lebensmittelherstellerhelfer/in
20147,Metzgergehilfe/-gehilfin
20148,Mehl-
20149,Weinküferhelfer/in
20150,Fischverarbeiterhelfer/in
20151,Mineralwasserwerker/in
20152,Zigarrenroller/in
20153,Zigarrenwickelmacher/in
20154,Fleischerhelfer/in
20155,Fleischergehilfe/-gehilfin
20156,Fleischwarenmacherhelfer/in
20157,Entrahmer/in
20158,Entsäurer/in
20159,Konditorhelfer/in
20160,Konserveneinleger/in
20161,Konditorgehilfe/-gehilfin
20162,Molkereigehilfe/-gehilfin
20163,Brauereihilfsarbeiter/in
20164,Brennereigehilfe/-gehilfin
20165,Krauteinleger/in
20166,Krabbenschäler/in
20168,Ausstreicher/in
20169,Zucker-
20170,Extrakteur/in (Fettverarbeitung)
20171,Bäckerhelfer/in
20172,Bäckergehilfe/-gehilfin
20173,Gänserupfer/in
20174,Käsereigehilfe/-gehilfin
20175,Nährmittelherstellerhelfer/in
20176,Kühlschiffbeschicker/in
20177,LTA (Lebensmitteltechnische/r Assistent/in)
20178,Fachkraft - Lebensmitteltechnik
20179,Facharbeiter/in - Lebensmittelverarbeitung
20180,Fachkraft - Lebensmittelverarbeitungstechnik
20181,Maschinen- und Anlagenführer/in - Lebensmitteltech
20182,Vakuumapparatesteuerer/-steuerin (Lebensmittelhers
20183,Walzenführer/in (Lebensmittelherstellung)
20184,Lebensmittelfachkraft
20185,Lebensmittelhersteller/in
20186,Lebensmittelverarbeiter/in
20187,Separateur/in (Lebensmittelherstellung)
20188,Verdampfersteuerer/-steuerin (Lebensmittelherstell
20189,Zentrifugenwärter/in (Lebensmittelherstellung)
20190,Zentrifugenarbeiter/in (Lebensmittelherstellung)
20191,Anlagenführer/in - Nahrungsmittelindustrie
20192,Produktionsfacharbeiter/in - Lebensmittelherstellu
20193,Assistent/in - Lebensmitteltechnik
20194,Nährmittelhersteller/in
20195,Nährmittelmaschinensteuerer/in
20196,Kühlanlagenbediener/in (Lebensmittelherstellung)
20197,Gastronomietechniker/in
20198,Nahrungsmitteltechniker/in
20199,Lebensmitteltechniker/in
20200,Lebensmittelverfahrenstechniker/in
20201,Lebensmittelproduktionstechniker/in
20202,Lebensmitteltechnische/r Assistent/in
20203,Lebensmittelverarbeitungstechniker/in
20204,Lebensmitteltechniker/in - Küchentechnik
20205,Lebensmitteltechniker/in - Systemgastronomie
20206,Lebensmitteltechniker/in - Verarbeitungstechnik
20207,Techniker/in - Küchentechnik
20208,Techniker/in - Lebensmitteltechnik
20209,Techniker/in - Lebensmittelverfahrenstechnik
20210,Techniker/in - Lebensmittelverarbeitungstechnik
20211,Technische/r Assistent/in - Lebensmittelanalytik
20212,Techniker/in - Lebensmitteltechnik (Küchentechnik)
20213,Techniker/in - Technologie der Lebensmittelprodukt
20214,Techniker/in - Lebensmitteltechnik (Systemgastrono
20215,Techniker/in - Lebensmitteltechnik (Verarbeitungst
20216,Techniker/in - Lebensmitteltechnik (Feinkost und F
20217,Verarbeitungstechniker/in
20218,Küchentechniker/in
20219,Nahrungsmittelingenieur/in
20220,Nahrungsmitteltechnologe/-technologin
20221,Lebensmittelingenieur/in
20222,Lebensmitteltechnologe/-technologin
20223,Ingenieur/in - Lebensmittelwirtschaft
20224,Ingenieur/in - Lebensmitteltechnologie
20225,Ingenieur/in - Nahrungsmitteltechnologie
20226,Hafermüller/in
20227,Schälmüller/in
20228,Schrotmüller/in
20229,Schichtmüller/in
20230,Schälmühlenmüller/in
20231,Schroter/in (Getreide-
20232,Getreidemüller/in
20233,Getreidekontrolleur/in
20234,Getreidefacharbeiter/in
20235,Mehlmischer/in
20236,Mehlhersteller/in
20237,Mehlsilomüller/in
